tick;name;2024;2023;2022;2021;2020;2019;2018;2017;2016
COST.OQ;Costco Wholesale Corp;6.193501767;6.193501767;6.218482205;7.229628031;7.259595424;7.87539251;7.518992443;6.617997119;5.47962547
CTRA.N;Coterra Energy Inc;156.2706636;170.9115015;439.3389388;1250.940936;1388.647311;762.5381116;870.0263483;798.9401685;690.9653788
COTY.N;Coty Inc;1.447039124;2.622728301;3.471781248;6.568739667;4.991173524;4.694670993;5.282145798;18.92633177;18.96087336
BASE.OQ;Couchbase Inc;10.98943513;10.06252669;;;;;;;
CPNG.N;Coupang Inc;19.44710658;20.88869065;;;;;;;
COUR.N;Coursera Inc;0.160380024;0.160380024;0.349156126;;;;;;
CUZ.N;Cousins Properties Inc;0.522111008;0.233090046;0.158926979;0.304540581;0.380882638;0.359857138;8.214596745;17.81065435;
CVLG.N;Covenant Logistics Group Inc;144.3843346;140.623639;34.38727207;35.52600429;36.10990153;36.76749352;37.46605503;;
CRAI.OQ;CRA International Inc;6.719615897;7.19034789;7.513327118;7.611392768;7.747907928;7.934147072;;;
CBRL.OQ;Cracker Barrel Old Country Store Inc;26.19981933;26.32145885;29.26980549;27.80728653;15.58242505;20.66675407;20.3215636;18.80468513;17.94944714
CR.N;Crane Co;6.695743865;;;;;;;;
CXT.N;Crane NXT Co;37.09232032;26.10958293;13.08803824;9.467146482;7.66811208;9.42930955;9.496717305;9.440579823;
CACC.OQ;Credit Acceptance Corp;7.326571184;7.553430318;8.610973135;7.965029324;7.287146486;5.855505421;5.671534496;5.516373277;4.371100457
CRDO.OQ;Credo Technology Group Holding Ltd;14.02177502;;;;;;;;
CRGY.N;Crescent Energy Co;367.4269807;919.4978944;;;;;;;
CRH.N;CRH PLC;;953.4578125;1143.60063;1174.466234;1203.032015;1326.286487;985.5653635;947.788165;767.1536228
CRCT.OQ;Cricut Inc;5.082851462;5.81013507;;;;;;;
CRNX.OQ;Crinetics Pharmaceuticals Inc;6.122661092;6.572253236;14.67941762;17.39477776;19.19073478;19.90230017;;;
CROX.OQ;Crocs Inc;1.284955222;1.284954388;1.241400406;1.386383138;1.961062194;3.72286581;4.721105778;4.752000129;
CCRN.OQ;Cross Country Healthcare Inc;1.330086178;1.503764661;1.751611956;1.887938401;2.003910624;1.885303713;4.016491898;;
CFB.OQ;CrossFirst Bankshares Inc;8.711589725;6.673219292;1.485976545;2.00648613;;;;;
CRWD.OQ;CrowdStrike Holdings Inc;2.012291049;2.507437111;2.963155622;3.040435812;;;;;
CCI.N;Crown Castle Inc;1.907815631;2.058675079;2.393664384;2.806350859;9.167507852;9.290703261;9.075650049;9.62315893;
CCK.N;Crown Holdings Inc;47.35447732;47.87502194;65.36648211;66.16706768;51.71948704;60.78316854;64.07315307;43.74617667;
CYRX.O;Cryoport Inc;0.224588881;11.73812262;27.89843047;28.26256712;28.76947859;;;;
LAW.N;CS Disco Inc;1.042843721;1.293037035;;;;;;;
CSGS.OQ;CSG Systems International Inc;0.264280798;0.792171927;5.746545686;7.830293409;9.361202687;10.13666264;9.471802512;6.711603381;
CSWI.OQ;CSW Industrials Inc;14.57434008;15.67765628;26.88290844;40.52545945;40.90248789;30.531524;47.74216024;54.93531611;
CSX.OQ;CSX Corp;274.7356763;315.9304424;360.5333081;361.0050264;378.5809796;412.5795056;431.3668805;448.7426128;
CTO.N;CTO Realty Growth Inc;6.932104372;6.932104372;7.022480638;6.914241108;13.65842807;17.78860347;;;
CTS.N;CTS Corp;66.10670567;6.305732313;6.780791418;6.694214528;7.440354901;7.037644022;7.921990554;;
CUBE.N;CubeSmart;6.372694677;7.82431519;8.591280329;11.48909406;29.2783278;29.461016;30.02075858;31.51984169;
CFR.N;Cullen/Frost Bankers Inc;7.837572808;6.909175582;5.883969707;1.185732531;1.463798356;1.546211456;1.369556236;1.342421481;1.343834005
CGEM.OQ;Cullinan Therapeutics Inc;;;6.572253236;;;;;;
CMI.N;Cummins Inc;11.07587091;13.87011365;16.36141538;15.63506003;12.87156619;14.9209908;17.35593124;15.46117216;
CURB.N;Curbline Properties Corp.;;;;;;;;;
CW.N;Curtiss-Wright Corp;12.31451181;12.58320206;9.50266094;14.3163158;14.57854385;15.11442418;15.38006583;13.41512853;
CWK.N;Cushman & Wakefield PLC;1.734565641;1.668495106;2.015502888;1.792480859;2.113529362;2.729964326;;;
CTOS.K;Custom Truck One Source Inc;13.32125253;14.72491423;24.313901;30.75876475;;;;;
CUBI.N;Customers Bancorp Inc;14.8178973;9.655295237;6.599086332;1.62279606;2.027844986;2.172469239;1.798374311;1.590183994;
CVBF.OQ;CVB Financial Corp;9.532210073;6.989245471;5.959028969;1.220075299;1.368342387;1.490464979;1.374631707;1.415552831;1.418628605
CVI.N;CVR Energy Inc;242.50001;263.4957532;273.033239;280.4438595;287.6497251;308.2595088;296.1504819;281.2050931;
CVRX.O;CVRx Inc;9.475979907;9.601881822;;;;;;;
CVS.N;CVS Health Corp;0.775341353;0.775341353;0.644881569;0.615483093;0.6122041;0.911440906;1.115268473;1.115513726;1.397064388
CTKB.O;Cytek Biosciences Inc;6.68042415;7.684663668;8.73973095;;;;;;
CYTK.OQ;Cytokinetics Inc;7.083350954;6.572253236;14.67941762;17.39477776;19.19073478;19.90230017;20.02097431;;
DJCO.OQ;Daily Journal Corp;2.116386838;2.16176002;2.230719041;1.660033751;1.860648198;;;;
DAKT.OQ;Daktronics Inc;19.33202219;23.82536039;28.78353925;32.97684532;35.23787929;38.64836128;45.59882512;;
DAN.N;Dana Inc;14.06744781;14.06744781;16.23655674;18.74795947;18.51206497;15.23337836;28.7833264;17.51199177;17.68706989
DHR.N;Danaher Corp;4.397371548;5.194222873;4.597966591;6.329198977;7.7237999;8.31937357;10.04893273;9.164266792;22.39949836
DRI.N;Darden Restaurants Inc;;35.85835929;35.85835929;38.53712428;38.59611369;36.87570502;20.66675407;63.89429808;63.89429808
DAR.N;Darling Ingredients Inc;242.9971569;242.9973057;293.2291722;391.6265832;413.1624586;403.1504673;358.0502811;57.58581978;58.16291705
DDOG.OQ;Datadog Inc;0.19998806;1.293042063;1.778324974;2.196640189;;;;;
PLAY.OQ;Dave & Buster's Entertainment Inc;25.37288712;38.74040844;78.55768944;6.85753443;16.68328008;22.9425084;23.04347704;21.80169796;
DVA.N;DaVita Inc;5.218735734;5.762987572;5.259724946;5.79427683;3.217139794;2.770713807;2.899640036;6.212374687;
DAWN.OQ;Day One Biopharmaceuticals Inc;;;;;;;;;
DAY.N;Dayforce Inc;0.272829401;0.512595196;0.867655786;1.505885208;0.704341468;7.915542848;;;
DECK.N;Deckers Outdoor Corp;0.250324623;0.086625571;0.097743593;0.129353131;0.206390994;10.93701878;10.72737237;6.747829698;3.6705401
DE.N;Deere & Co;8.014718565;9.180096513;9.397861564;9.876046944;10.32737514;11.72767228;12.14971476;13.32082473;
DH.OQ;Definitive Healthcare Corp;0.646746282;0.646746282;0.890739916;;;;;;
DK.N;Delek US Holdings Inc;133.3609934;133.3609934;206.6076896;301.295571;268.8692435;244.3052447;330.2555352;319.9986927;308.8302344
DELL.N;Dell Technologies Inc;0.447698458;0.451001512;0.517710857;0.629272739;0.641131747;0.670356781;0.983382665;;
DAL.N;Delta Air Lines Inc;607.7458384;821.4741296;1026.563323;811.8318761;832.4947378;869.8149193;898.2726862;861.8304098;
DLX.N;Deluxe Corp;1.901567486;5.301642121;6.16020281;9.071633975;11.03131083;10.88263188;10.56877133;8.67410774;
DNLI.OQ;Denali Therapeutics Inc;8.480466716;7.851009027;7.715737429;14.67941762;17.39477776;19.19073478;;;
DENN.OQ;Denny's Corp;25.7173298;26.29593678;21.28198119;15.58242505;20.66675407;20.3215636;18.80468513;;
XRAY.OQ;DENTSPLY SIRONA Inc;2.493115757;2.493115757;2.322382416;2.543686415;2.420579768;0.34493139;1.89415786;1.76327664;2.110458812
DSGN.OQ;Design Therapeutics Inc;;;;;;;;;
DBI.N;Designer Brands Inc;4.379663278;4.719045873;2.962511159;1.437991296;2.461453913;6.692365377;6.698316097;5.91442889;4.89362589
DESP.N;Despegar.com Corp;24.82648372;26.6991464;27.89843047;;;;;;
DXLG.O;Destination XL Group Inc;4.247315866;8.381004695;15.64729612;;;;;;
DVN.N;Devon Energy Corp;239.4491105;323.6113387;1031.483016;863.3440514;634.8359802;825.8581757;522.2340839;461.4563712;
DXCM.OQ;Dexcom Inc;1.133411231;1.133411231;1.261180314;0.990294286;9.397759499;9.40466266;10.39896177;11.92191115;13.63213236
DHT.N;DHT Holdings Inc;780.8228539;838.2324564;878.5290351;921.3668229;766.4231214;692.7332885;633.7782026;;
DHIL.OQ;Diamond Hill Investment Group Inc;2.078929778;2.024753163;1.671519305;1.43865555;1.77475714;1.629360692;1.786712603;0.802565702;
FANG.OQ;Diamondback Energy Inc;154.2341595;184.2967486;423.9445432;467.4434914;247.5581917;344.645431;330.8872772;721.0839084;
DRH.N;Diamondrock Hospitality Co;18.78881677;27.98104152;46.90004274;21.54481815;21.50852607;20.87919035;28.4465701;34.48801813;
DNTH.OQ;Dianthus Therapeutics Inc;;;;;;;;;
DKS.N;DICK'S Sporting Goods Inc;4.424915481;4.24056811;5.009589401;2.990603198;3.559266384;2.375306037;1.868345809;2.347831409;2.835579947
DBD.N;Diebold Nixdorf Inc;18.66483659;20.78777015;22.21046562;19.33064169;19.02917923;20.91488946;30.39351084;42.09439507;
DGII.OQ;Digi International Inc;1.857623797;1.975364427;2.689305034;3.487459038;5.254976205;;;;
DMRC.OQ;Digimarc Corp;0.509049774;1.673881196;1.687865418;1.631798498;;;;;
DLR.N;Digital Realty Trust Inc;8.318715725;4.590684481;8.401968537;8.095372083;8.370321401;4.502569235;4.74696027;4.68883979;
APPS.O;Digital Turbine Inc;1.029807969;1.042843721;1.293037035;1.778324974;2.196640189;;;;
DBRG.N;DigitalBridge Group Inc;11.42001115;6.932104372;20.85334251;391.6599586;11.80346749;16.80777642;3.920650484;8.57119885;
DOCN.K;DigitalOcean Holdings Inc;1.476009167;1.624001505;1.785000404;;;;;;
DDS.N;Dillard's Inc;;7.974376404;8.265930662;11.70072217;5.510594796;7.326846383;6.691808384;7.606703304;8.39498467
DCOM.OQ;Dime Community Bancshares Inc;7.890328439;6.5247162;1.364691651;1.650774061;1.756670377;1.549305793;1.547528915;;
DIN.N;Dine Brands Global Inc;5.647667368;6.826852584;7.861963706;7.467770041;20.66675407;16.79711336;15.13735058;17.94944714;
DIOD.OQ;Diodes Inc;14.02176658;14.53735277;15.5557611;16.25448365;16.46664086;16.76198052;17.16489404;17.49101729;
IRON.OQ;Disc Medicine Inc;;;;;;;;;
DFS.N;Discover Financial Services;0.303145393;0.266832167;0.160999421;0.151515152;1.632136314;1.731634697;1.563136618;1.589712759;1.571674893
DSGR.OQ;Distribution Solutions Group Inc;37.2462251;38.50347915;48.42262362;41.36924421;29.97288933;7.022110982;4.032966092;;
DEC.L;Diversified Energy Company PLC;987.9028267;948.2376846;1618.762158;2473.909902;2596.155444;;;;
DHC.OQ;Diversified Healthcare Trust;15.94816477;3.904733907;2.891272453;2.989730032;3.554992821;9.465803689;9.110485067;9.249285193;
BOOM.OQ;DMC Global Inc;12.34069546;12.03084294;6.884668595;8.721651569;9.403380653;;;;
DNOW.N;DNOW Inc;9.008895131;9.008895131;13.6685049;15.19456455;12.74212131;66.91063072;66.87827742;69.82080653;70.52040842
DCGO.OQ;DocGo Inc;12.05628576;;;;;;;;
DOCU.OQ;DocuSign Inc;1.130484313;1.245109012;1.875162211;2.6530459;3.052151867;0.944932253;;;
DLB.N;Dolby Laboratories Inc;0.735370357;0.711799323;0.759172038;0.939901097;1.824669511;1.594233628;2.029219289;2.560220306;
DOLE.K;Dole PLC;36.59746774;;;;;;;;
DG.N;Dollar General Corp;17.40305827;18.28771727;16.76002899;18.26952847;13.57386991;6.764812245;7.916103384;9.294911293;10.47807897
DLTR.OQ;Dollar Tree Inc;14.88932891;8.374276249;9.39672982;10.15230318;7.178473193;6.357090508;7.961734654;13.34039126;17.52591473
D.N;Dominion Energy Inc;2386.340867;2505.698869;2345.265806;2208.068676;2483.853558;2395.935643;3168.327085;2931.892921;
DPZ.N;Domino's Pizza Inc;27.60162745;29.05192811;31.03139327;38.68713548;20.66675407;20.3215636;18.80468513;17.94944714;
DOMO.OQ;Domo Inc;0.860698516;1.247740939;1.586987947;2.155588933;2.673562624;3.125597196;;;
DCI.N;Donaldson Company Inc;8.124357346;8.124357346;8.892743264;5.966264306;8.141242174;8.141242174;8.141242174;8.141242174;9.091225892
DGICA.OQ;Donegal Group Inc;0.615497478;0.58092535;0.597715465;0.662331492;0.76895178;0.82813847;0.808549906;0.792916044;
DFIN.N;Donnelley Financial Solutions Inc;1.35196737;1.226215645;2.080491895;1.687865418;1.65077684;1.746441247;7.597387445;;
DASH.OQ;DoorDash Inc;0.541546407;0.220540098;1.660033751;;;;;;
LPG.N;Dorian LPG Ltd;780.8241296;838.2319576;878.5290298;921.3667937;766.4231214;692.7332927;;;
DORM.OQ;Dorman Products Inc;9.545782264;2.049016911;107.4420192;108.8443768;110.7965697;113.4598252;115.6154975;116.7739605;
DV.N;DoubleVerify Holdings Inc;1.042843721;1.293037035;;;;;;;
PLOW.N;Douglas Dynamics Inc;19.73158807;17.51767928;12.87300058;14.10632948;13.27690555;14.45240676;14.46865009;;
DEI.N;Douglas Emmett Inc;6.644164216;6.644177237;7.67532995;6.685189277;10.42509624;9.246399702;9.134882988;6.453274219;8.813147749
DOV.N;Dover Corp;5.881894761;5.452581737;5.946802399;6.596465976;6.576691068;12.26336285;17.47444741;15.75748985;
DOW.N;Dow Inc;479.6116305;479.6116305;516.4770958;746.9773234;633.2797839;;;;
DOCS.N;Doximity Inc;2.116386838;2.16176002;;;;;;;
DHI.N;DR Horton Inc;1.932526882;1.932526882;2.421527893;2.463135921;2.086409859;11.45451467;15.00599222;19.01835663;23.7460084
DKNG.OQ;Draftkings Inc;8.775348877;7.312372639;5.640662279;;;;;;
DFH.N;Dream Finders Homes Inc;10.93673479;;;;;;;;
DRVN.OQ;Driven Brands Holdings Inc;27.68365053;18.07196379;21.3795083;;;;;;
DBX.OQ;Dropbox Inc;0.330336789;0.48797442;0.848006688;0.46529826;2.380968596;;;;
DTM.N;DT Midstream Inc;1757.282609;1594.202381;;;;;;;
DTE.N;DTE Energy Co;1768.999198;2149.888821;2524.161736;2409.653814;2526.929484;3010.348071;3279.481474;;
NAPA.N;Duckhorn Portfolio Inc;2.573226533;2.102297468;31.33083586;;;;;;
DCO.N;Ducommun Inc;10.32507786;10.83957094;11.75944961;12.54770569;13.78818287;13.18309487;;;
DUK.N;Duke Energy Corp;2696.885428;2696.885428;3168.027294;3208.764872;3410.223693;3937.392439;4040.458307;4257.89034;4480.711636
DNB;Dun & Bradstreet Holdings Inc;0.34845815;0.34845815;0.387957148;4.423801853;;;;;
DUOL.OQ;Duolingo Inc;;;;;;;;;
DD.N;Dupont De Nemours Inc;110.1494968;138.6303517;94.8758641;134.2086033;227.7724697;320.4318026;;;
BROS.N;Dutch Bros Inc;22.60157831;;;;;;;;
DXC.N;DXC Technology Co;1.455232155;1.67482324;1.901235264;2.115901313;3.383703561;2.90443105;4.870119627;1.1318604;0.864851546
DXPE.OQ;DXP Enterprises Inc;29.50931144;31.0522958;41.32630101;34.5159409;25.63949081;11.86444153;21.0187475;33.93596714;
DY.N;Dycom Industries Inc;;48.9822658;53.57448603;53.91617201;53.15865403;11.31509226;11.61424949;7.837377319;5.355041922
DT.N;Dynatrace Inc;0.229782569;1.042843721;1.293037035;1.778324974;;;;;
DVAX.OQ;Dynavax Technologies Corp;6.122661092;6.572253236;14.67941762;17.39477776;19.19073478;19.90230017;20.02097431;;
DYN.OQ;Dyne Therapeutics Inc;;;;;;;;;
DX.N;Dynex Capital Inc;;51.62098804;13.95191263;;3.796749735;;;;
SSP.OQ;E W Scripps Co;5.231781748;4.528375851;4.909772359;4.373499678;4.685827352;4.228423802;3.969441699;4.51128494;4.773483623
ETWO.N;E2open Parent Holdings Inc;;0.473770152;0.740199407;1.293037035;;;;;
EGBN.OQ;Eagle Bancorp Inc;16.24523704;8.687156113;6.528700335;1.409265078;1.740570087;1.76761845;1.511743675;1.511424338;1.480552043
EXP.N;Eagle Materials Inc;2551.127291;2674.066485;2741.483278;2721.791386;2780.603294;2866.120416;3095.789239;2910.644502;2623.516655
EWBC.OQ;East West Bancorp Inc;6.909162668;5.883978207;1.348406471;1.654572563;1.641781619;1.395277719;1.497635282;1.555209374;
DEA.N;Easterly Government Properties Inc;20.43554968;8.053023584;7.77749571;9.356146091;9.064798752;7.964960951;6.331119711;;
EBC.OQ;Eastern Bankshares Inc;14.0055133;11.40919086;3.658445149;1.548871269;;;;;
EGP.N;Eastgroup Properties Inc;3.976200404;4.296804514;4.249143644;9.798104962;9.50924526;9.799647696;10.588097;9.742031609;
EMN.N;Eastman Chemical Co;564.3544423;592.4592402;740.0061371;553.2263561;573.4351295;662.4389988;627.7864121;615.7664801;
KODK.N;Eastman Kodak Co;23.01787813;12.67737492;14.89204314;27.34122723;24.50368734;25.35989884;23.80734464;23.34172918;
ETN.N;Eaton Corporation PLC;10.39191837;12.20301661;13.06252716;12.72671014;14.26734879;14.42728093;14.69330936;14.89624982;
EBAY.OQ;eBay Inc;0.524042879;0.533397313;2.119069035;3.585803613;3.416416185;2.857779792;2.846956335;5.303421788;
SATS.OQ;EchoStar Corp;3.693815593;3.254152815;3.08795432;2.818208356;2.973062824;2.398638907;5.660532666;6.006668734;
ECL.N;Ecolab Inc;21.08452332;23.04764747;24.56582586;22.23073466;27.89524277;28.47519858;33.54134035;32.49928018;
ECVT.N;Ecovyst Inc;733.8577032;879.3848316;1963.688409;2586.755485;1150.784506;338.1929374;;;
EPC.N;Edgewell Personal Care Co;3.62342865;3.907919322;4.581730523;4.444652032;3.373612603;3.029933867;2.100338696;2.78085247;
EWTX.OQ;Edgewise Therapeutics Inc;;;;;;;;;
EIX.N;Edison International;98.7224158;98.7224158;67.09158001;103.1079688;113.3878675;86.90843012;154.2207792;202.2074311;234.293648
EDIT.OQ;Editas Medicine Inc;8.480466716;7.851009027;7.715737429;14.67941762;17.39477776;19.19073478;19.90230017;20.02097431;
EW.N;Edwards Lifesciences Corp;3.351664685;2.750119446;3.286596904;3.173873045;3.40039755;3.170319914;2.044403955;2.183903437;
LOCO.OQ;El Pollo Loco Holdings Inc;25.7173298;26.29593678;21.28198119;15.58242505;20.66675407;20.3215636;18.80468513;;
ELAN.N;Elanco Animal Health Inc;33.29041034;21.44155299;35.78193261;58.90621947;65.53117256;;;;
ESTC.N;Elastic NV;0.14146981;0.141469942;0.180775659;0.208128712;2.196640189;2.380968596;;;
EA.OQ;Electronic Arts Inc;0.521815244;0.271778;1.293037035;1.778324974;2.847190139;3.631955757;4.496405902;4.496405902;4.178150668
ESI.N;Element Solutions Inc;5.545137874;6.478524517;6.840233682;7.891377028;8.755226782;550.8174092;351.6512431;219.9073577;
ELV.N;Elevance Health Inc;0.232016326;0.220597645;0.260528776;0.306750039;0.307830768;0.294333457;0.293236944;0.291937617;0.320980858
ELF.N;elf Beauty Inc;0.054754191;0.061614967;12.29085329;13.88883978;;23.58021085;21.32969739;11.406521;
LLY.N;Eli Lilly and Co;5.991296853;5.552114526;6.465007865;8.605703533;18.22591226;24.27079474;22.39533317;23.63605846;
EFC.N;Ellington Financial Inc;0.403055266;0.602244349;4.974659386;7.556327436;6.034501949;;;;
ELME.N;Elme Communities;9.829019009;66.81154985;29.91977455;25.57914039;14.82251004;15.80667719;16.87201327;12.15303083;
EMBC.OQ;Embecta Corp;9.268089764;9.475979907;;;;;;;
EME.N;EMCOR Group Inc;0.790058761;0.808743207;0.962308025;1.370599365;1.492080744;26.62717819;32.63371558;;
EMR.N;Emerson Electric Co;8.314330837;9.233549024;10.19678284;10.72077074;11.66119026;7.902188155;12.08504338;10.50015386;
ESRT.N;Empire State Realty Trust Inc;9.258624557;9.352980093;11.03679894;7.325664612;8.354493035;9.064798752;8.017006122;6.337167126;8.813147749
EIG.N;Employers Holdings Inc;0.125160006;0.125160006;0.465472974;0.768952225;0.828138857;0.420794617;0.431394438;;
ACT.OQ;Enact Holdings Inc;0.175957146;0.186292863;0.597712639;;;;;;
ENTA.OQ;Enanta Pharmaceuticals Inc;17.02441279;18.66134693;18.90457006;18.64322798;19.19073478;19.90230017;20.02097431;;
EHC.N;Encompass Health Corp;15.46071427;12.66429517;12.82959243;13.05969931;13.39104629;13.71142469;12.74639264;;
ECPG.OQ;Encore Capital Group Inc;1.395218783;1.49479007;1.013169794;0.956419146;2.022515675;2.407401848;1.0617518;1.10842477;
EU.V;enCore Energy Corp;;;;;;;;;
ENR.N;Energizer Holdings Inc;11.02813023;11.02813023;13.48522257;14.68551443;16.0149529;12.59039879;13.31296653;13.73388216;14.46427824
UUUU.K;Energy Fuels Inc;146.1948983;166.2386628;206.0320779;177.7008505;149.8173758;;;;
ERII.OQ;Energy Recovery Inc;12.78754051;12.78754051;17.39105328;15.34634327;9.033749464;9.195775493;8.602771829;9.085810375;
NRGV.N;Energy Vault Holdings Inc;0.61320154;0.870731949;;;;;;;
EPAC.N;Enerpac Tool Group Corp;12.94073781;12.81894846;12.7728293;12.08534109;19.69894955;25.63966;15.65006406;;
ENS.N;EnerSys;13.0238528;14.38647493;17.56252325;20.2081177;22.86310945;23.70356599;9.437845786;9.498022809;
ENFN.N;Enfusion Inc;1.042843721;;;;;;;;
EHAB.N;Enhabit Inc;11.03553053;;;;;;;;
ELVN.OQ;Enliven Therapeutics Inc;;;;;;;;;
EBF.N;Ennis Inc;14.55855404;14.14778541;13.5945219;16.87519331;21.09866674;26.76788644;25.00713;;
ENVA.N;Enova International Inc;1.707915003;1.58715175;1.824656308;1.749851177;2.044724943;2.527455668;3.645140008;3.067428735;
ENOV.N;Enovis Corp;16.58538816;25.94925074;9.32711808;9.397759499;14.99226848;15.63109062;19.5367357;16.99175094;
ENVX.OQ;Enovix Corp;12.97666531;14.45432236;;;;;;;
ENPH.OQ;Enphase Energy Inc;14.53737148;15.55573261;16.25448365;16.46664086;16.76198052;17.16489404;;;
NPO.N;Enpro Inc;20.33296943;11.34073107;11.34073107;11.34073107;13.63629228;22.00721757;12.31256816;38.07935281;
ENSG.OQ;Ensign Group Inc;11.15303298;11.94142029;12.37863881;10.77314163;13.08063645;15.26406148;13.2932735;;
ESGR.OQ;Enstar Group Ltd;0.010786426;0.021021378;0.014814126;0.465472197;0.903549687;1.101590574;0.423051183;1.029367532;3.354746385
ENTG.OQ;Entegris Inc;8.811330183;10.33368278;14.10789899;22.06482949;13.89999465;14.54281909;17.49997873;23.29998215;
ETR.N;Entergy Corp;2873.505398;3037.042639;3257.87867;3159.650171;3331.904258;2992.05454;3244.547927;2762.034807;
EBTC.OQ;Enterprise Bancorp Inc;10.0401469;7.279059317;6.227604477;1.306474755;1.551906904;1.611395994;1.428908264;1.453172978;
EFSC.OQ;Enterprise Financial Services Corp;10.34941036;7.442901492;6.200728481;1.315254336;1.645389727;1.731050484;1.499737906;1.492961531;
TRDA.OQ;Entrada Therapeutics Inc;;;;;;;;;
EVC.N;Entravision Communications Corp;4.5135911;4.903917843;5.061772332;5.440696002;4.558257909;2.117705487;4.403506045;;
ENV.N^K24;Envestnet Inc;1.131907039;1.374031588;1.758221564;2.088869201;2.380968596;2.209815294;2.43493489;2.993960918;
NVRI.N;Enviri Corp;183.8227276;146.8854144;157.7596266;207.4487076;155.8702711;496.9838124;520.9768866;508.0546193;
NVST.N;Envista Holdings Corp;0.941964112;1.418948543;1.829868851;2.56577991;;;;;
EOG.N;EOG Resources Inc;199.0010926;266.993557;402.1597391;309.8734611;316.1039106;405.4336013;649.6493954;592.2241795;
EPAM.N;Epam Systems Inc;0.055340228;0.088873751;0.07582315;0.038700316;8.835374453;8.391097155;7.837252025;7.713031031;
PLUS.OQ;ePlus inc;1.624478781;1.910482329;2.047754499;1.904653743;1.863891155;1.746261137;1.823983745;2.059725759;
EPR.N;EPR Properties;6.938962407;7.165238885;7.871269665;6.958545483;7.568130019;8.966781472;8.695175565;9.05631726;
EQT.N;EQT Corp;91.20422423;272.920324;264.266914;199.1086122;218.4727596;307.4984956;1081.96076;520.9931608;
EFX.N;Equifax Inc;0.224588881;0.290520505;0.386574421;0.488345751;15.15787748;16.34354372;21.49669932;31.10956567;
EQIX.OQ;Equinix Inc;5.547623539;7.63328983;9.181893276;7.326676423;9.2080414;3.380135829;2.596076566;3.34205594;
EQH.N;Equitable Holdings Inc;0.234385803;0.210373524;0.228902879;0.24833101;0.030454656;0.836509204;;;
EQBK.N;Equity Bancshares Inc;7.759180304;6.366729259;1.34339173;1.776924174;1.811152632;1.560486443;1.579066819;;
EQC.N;Equity Commonwealth;11.03679894;8.318059415;8.014911493;61.19897035;39.14831971;20.6322608;8.34721629;9.50358376;9.853886472
ELS.N;Equity LifeStyle Properties Inc;12.37930387;12.99005222;13.95880802;18.59340488;18.7444085;9.076108227;9.075650049;9.62315893;
EQR.N;Equity Residential;25.17384596;28.69155844;28.20307928;30.2896555;31.45812069;31.23970728;12.68709482;10.79805469;
ERAS.O;Erasca Inc;;;;;;;;;
ERIE.OQ;Erie Indemnity Co;0.615497467;0.580925857;0.597714632;0.662333041;0.715491346;0.737284059;0.806775168;1.128622716;0.978976756
ESAB.N;ESAB Corp;0.219407453;0.224588881;;;;;;;
ESE.N;ESCO Technologies Inc;5.488383701;5.829978754;5.768880626;8.071136185;9.156732246;5.147723627;8.366304494;6.916177639;
ESPR.OQ;Esperion Therapeutics Inc;17.02441279;18.66134693;18.90457006;18.64322798;;;;;
ESQ.OQ;Esquire Financial Holdings Inc;8.120786749;7.044204978;5.959260282;1.21507967;1.411135451;1.492490226;1.368419582;;
ESNT.N;Essent Group Ltd;0.580927361;0.597715312;0.662333041;0.768952225;0.828138857;0.806775168;0.791665043;0.81262209;
EPRT.N;Essential Properties Realty Trust Inc;7.673618346;7.213261762;7.271722202;7.456636369;7.267865142;;;;
WTRG.N;Essential Utilities Inc;182.5531134;249.5735142;338.3029169;561.1593675;19.45373474;17.76720917;10.81321238;10.81321238;
ESS.N;Essex Property Trust Inc;18.97561248;19.60094846;21.53051591;20.94136178;23.70296304;25.23547323;25.25331769;25.55175769;10.27853375
EL.N;Estee Lauder Companies Inc;1.566587924;1.488724638;1.904746747;2.149367557;2.524086823;2.975548038;2.651374053;2.622629958;
ETD.N;Ethan Allen Interiors Inc;6.735024914;50.0654137;64.81066093;63.86940051;74.37457895;13.68448232;84.40550463;;
ETSY.OQ;ETSY Inc;0.120070733;0.144576811;0.150271992;0.170373053;0.453200779;0.616207244;1.058402515;1.123389238;0.627936482
EEFT.OQ;Euronet Worldwide Inc;0.735342384;0.820887121;0.950486904;0.917798741;0.786723766;0.786781356;1.050611289;4.633829674;
EWCZ.OQ;European Wax Center Inc;14.86554709;11.54826378;;;;;;;
EB;Eventbrite Inc;0.387081444;2.230719041;1.660033751;28.26256712;28.76947419;;;;
EVCM.O;EverCommerce Inc;1.042843721;1.293037035;;;;;;;
EVR.N;Evercore Inc;0.617189747;0.624550905;0.781298916;0.815380126;1.014673039;0.902721395;0.957704448;0.746820314;0.800496829
EG.N;Everest Group Ltd;0.830059096;0.804178437;0.75557736;0.621216696;0.547940746;0.559798666;0.56507812;0.56957605;
EVRG.OQ;Evergy Inc;4709.750644;4750.63508;4874.771034;4552.358289;6949.673519;6485.008168;7081.183426;4979.393306;
EVRI.N;Everi Holdings Inc;8.903944139;4.993763806;5.343593979;5.583619898;5.656498572;5.757951463;17.07034096;;
EVER.O;EverQuote Inc;3.774185704;4.250372677;5.746545686;7.830293409;;;;;
